parent;child;factor
Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Biomass;1
Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Electricity;1
Final Energy|Transportation|Domestic Shipping|Hydrogen;Final Energy|Transportation|Domestic Shipping|Hydrogen|Fossil;1
Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Biomass;1
Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Electricity;1
Final Energy|Transportation|Domestic Shipping|Liquids;Final Energy|Transportation|Domestic Shipping|Liquids|Fossil;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Electricity;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Gases;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Hydrogen;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Liquids;1
Final Energy|Transportation|Freight;Final Energy|Transportation|Freight|Other;1
Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Biomass;1
Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Electricity;1
Final Energy|Transportation|Freight|Liquids;Final Energy|Transportation|Freight|Liquids|Fossil;1
Final Energy|Transportation|Rail|Freight;Final Energy|Transportation|Rail|Freight|Electricity;1
Final Energy|Transportation|Rail|Freight;Final Energy|Transportation|Rail|Freight|Hydrogen;1
Final Energy|Transportation|Rail|Freight;Final Energy|Transportation|Rail|Freight|Liquids;1
Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Biomass;1
Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Electricity;1
Final Energy|Transportation|Gases;Final Energy|Transportation|Gases|Fossil;1
Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Biomass;1
Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Electricity;1
Final Energy|Transportation|Hydrogen;Final Energy|Transportation|Hydrogen|Fossil;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|BEV;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|FCEV;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|Hybrid;1
Final Energy|Transportation|LDV;Final Energy|Transportation|LDV|ICE;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|Electricity;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|Gases;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|Hydrogen;1
Final Energy|Transportation|LDV 2;Final Energy|Transportation|LDV|Liquids;1
Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Biomass;1
Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Electricity;1
Final Energy|Transportation|LDV|Gases;Final Energy|Transportation|LDV|Gases|Fossil;1
Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Electricity;1
Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Gases;1
Final Energy|Transportation|LDV|Hybrid;Final Energy|Transportation|LDV|Hybrid|Liquids;1
Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Biomass;1
Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Electricity;1
Final Energy|Transportation|LDV|Hydrogen;Final Energy|Transportation|LDV|Hydrogen|Fossil;1
Final Energy|Transportation|LDV|ICE;Final Energy|Transportation|LDV|ICE|Gases;1
Final Energy|Transportation|LDV|ICE;Final Energy|Transportation|LDV|ICE|Liquids;1
Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Biomass;1
Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Electricity;1
Final Energy|Transportation|LDV|Liquids;Final Energy|Transportation|LDV|Liquids|Fossil;1
Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Biomass;1
Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Electricity;1
Final Energy|Transportation|Liquids;Final Energy|Transportation|Liquids|Fossil;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Electricity;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Gases;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Hydrogen;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Liquids;1
Final Energy|Transportation|Passenger;Final Energy|Transportation|Passenger|Other;1
Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Biomass;1
Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Electricity;1
Final Energy|Transportation|Passenger|Liquids;Final Energy|Transportation|Passenger|Liquids|Fossil;1
Final Energy|Transportation|Rail|Passenger;Final Energy|Transportation|Rail|Passenger|Electricity;1
Final Energy|Transportation|Rail|Passenger;Final Energy|Transportation|Rail|Passenger|Hydrogen;1
Final Energy|Transportation|Rail|Passenger;Final Energy|Transportation|Rail|Passenger|Liquids;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Electricity;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Gases;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Hydrogen;1
Final Energy|Transportation|Rail;Final Energy|Transportation|Rail|Liquids;1
Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Biomass;1
Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Electricity;1
Final Energy|Transportation|Rail|Gases;Final Energy|Transportation|Rail|Gases|Fossil;1
Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Biomass;1
Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Electricity;1
Final Energy|Transportation|Rail|Hydrogen;Final Energy|Transportation|Rail|Hydrogen|Fossil;1
Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Biomass;1
Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Electricity;1
Final Energy|Transportation|Rail|Liquids;Final Energy|Transportation|Rail|Liquids|Fossil;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|BEV;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Catenary;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|FCEV;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|Hybrid;1
Final Energy|Transportation|Truck;Final Energy|Transportation|Truck|ICE;1
Final Energy|Transportation|Truck 2;Final Energy|Transportation|Truck|Electricity;1
Final Energy|Transportation|Truck 2;Final Energy|Transportation|Truck|Gases;1
Final Energy|Transportation|Truck 2;Final Energy|Transportation|Truck|Liquids;1
Final Energy|Transportation|Truck 2;Final Energy|Transportation|Truck|Hydrogen;1
Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Biomass;1
Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Electricity;1
Final Energy|Transportation|Truck|Gases;Final Energy|Transportation|Truck|Gases|Fossil;1
Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Electricity;1
Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Gases;1
Final Energy|Transportation|Truck|Hybrid;Final Energy|Transportation|Truck|Hybrid|Liquids;1
Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Biomass;1
Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Electricity;1
Final Energy|Transportation|Truck|Hydrogen;Final Energy|Transportation|Truck|Hydrogen|Fossil;1
Final Energy|Transportation|Truck|ICE;Final Energy|Transportation|Truck|ICE|Gases;1
Final Energy|Transportation|Truck|ICE;Final Energy|Transportation|Truck|ICE|Liquids;1
Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Biomass;1
Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Electricity;1
Final Energy|Transportation|Truck|Liquids;Final Energy|Transportation|Truck|Liquids|Fossil;1
Capacity|Electricity;Capacity|Electricity|Hydro;1
Capacity|Electricity;Capacity|Electricity|Hydrogen;1
Capacity|Electricity;Capacity|Electricity|Nuclear;1
Capacity|Electricity;Capacity|Electricity|Wind;1
Capacity|Electricity;Capacity|Electricity|Solar;1
Capacity|Electricity;Capacity|Electricity|Biomass;1
Capacity|Electricity;Capacity|Electricity|Coal;1
Capacity|Electricity;Capacity|Electricity|Gas;1
Capacity|Electricity;Capacity|Electricity|Geothermal;1
Capacity|Electricity;Capacity|Electricity|Oil;1
Capacity|Electricity;Capacity|Electricity|Other;1
Capacity|Electricity|Biomass;Capacity|Electricity|Biomass|w/ CCS;1
Capacity|Electricity|Biomass;Capacity|Electricity|Biomass|w/o CCS;1
Capacity|Electricity|Coal;Capacity|Electricity|Coal|w/ CCS;1
Capacity|Electricity|Coal;Capacity|Electricity|Coal|w/o CCS;1
Capacity|Electricity|Gas;Capacity|Electricity|Gas|w/ CCS;1
Capacity|Electricity|Gas;Capacity|Electricity|Gas|w/o CCS;1
Capacity|Electricity|Oil;Capacity|Electricity|Oil|w/ CCS;1
Capacity|Electricity|Oil;Capacity|Electricity|Oil|w/o CCS;1
Capacity|Electricity|Solar;Capacity|Electricity|Solar|CSP;1
Capacity|Electricity|Solar;Capacity|Electricity|Solar|PV;1
Capacity|Electricity|Wind;Capacity|Electricity|Wind|Offshore;1
Capacity|Electricity|Wind;Capacity|Electricity|Wind|Onshore;1
Capacity|Gases;Capacity|Gases|Biomass;1
Capacity|Gases;Capacity|Gases|Coal;1
Capacity|Gases|Biomass;Capacity|Gases|Biomass|w/ CCS;1
Capacity|Gases|Biomass;Capacity|Gases|Biomass|w/o CCS;1
Capacity|Gases|Coal;Capacity|Gases|Coal|w/ CCS;1
Capacity|Gases|Coal;Capacity|Gases|Coal|w/o CCS;1
Capacity|Hydrogen;Capacity|Hydrogen|Biomass;1
Capacity|Hydrogen;Capacity|Hydrogen|Coal;1
Capacity|Hydrogen;Capacity|Hydrogen|Gas;1
Capacity|Hydrogen;Capacity|Hydrogen|Electricity;1
Capacity|Hydrogen|Biomass;Capacity|Hydrogen|Biomass|w/ CCS;1
Capacity|Hydrogen|Biomass;Capacity|Hydrogen|Biomass|w/o CCS;1
Capacity|Hydrogen|Coal;Capacity|Hydrogen|Coal|w/ CCS;1
Capacity|Hydrogen|Coal;Capacity|Hydrogen|Coal|w/o CCS;1
Capacity|Hydrogen|Gas;Capacity|Hydrogen|Gas|w/ CCS;1
Capacity|Hydrogen|Gas;Capacity|Hydrogen|Gas|w/o CCS;1
Capacity|Liquids;Capacity|Liquids|Biomass;1
Capacity|Liquids;Capacity|Liquids|Coal;1
Capacity|Liquids;Capacity|Liquids|Gas;1
Capacity|Liquids;Capacity|Liquids|Oil;1
Capacity|Liquids|Biomass;Capacity|Liquids|Biomass|w/ CCS;1
Capacity|Liquids|Biomass;Capacity|Liquids|Biomass|w/o CCS;1
Capacity|Liquids|Coal;Capacity|Liquids|Coal|w/ CCS;1
Capacity|Liquids|Coal;Capacity|Liquids|Coal|w/o CCS;1
Capacity|Liquids|Gas;Capacity|Liquids|Gas|w/ CCS;1
Capacity|Liquids|Gas;Capacity|Liquids|Gas|w/o CCS;1
